,User,Pesan,Jam,Tanggal,Status,Saham
1232,Rui :rocket: :speedboat::dancer: ,"Membalas : Gantian dulu ya Kak Rui, nanti ada gilirannya lagi same yiha yiha  
SAME always yiha2 sih saya ini   ",11:35:32 AM,Wednesday April 14 2021,Positif,SAME
1233,Benhan,"Membalas : mungkin ada waktunya pak, lama kelamaan resist kuat jadi support kuat
Jebol ya ceilingnya ESSA",11:34:23 AM,Wednesday April 14 2021,Positif,ESSA
1234,Firdaus,"Membalas : SAMEnya kan udah yiha yiha yiha yiha yiha yiha yiha yiha yiha x infinity Pak  
Gantian dulu ya Kak Rui, nanti ada gilirannya lagi same yiha yiha  ",11:32:24 AM,Wednesday April 14 2021,Positif,SAME
1235,Hadi P,maha essa brangkat  ,11:32:10 AM,Wednesday April 14 2021,Positif,ESSA
1236,RBTAN59,"Membalas : Hehe ARTO saya masih hold nih. Lumayan 20% dari porto dan sampai skrg belum TP. Kalau yg ini hold keras deh sampai IPO Gojek.
arto spt nya akan stock split lalu Ri lg  ",11:31:08 AM,Wednesday April 14 2021,Positif,ARTO
1237,RBTAN59,"Membalas : Cusn kotos bisa sewa pesawat pribadi nih lebaran  
om Benhan dah ucap cent minggu ini bakal terbang   ",11:23:35 AM,Wednesday April 14 2021,Positif,CENT
1238,RBTAN59,"Membalas : Kalau saya yakin dibawa diatas rp 100, cuma kapannya ( 1 minggu, 2 minggu, 3 minggu ) yg belum tau
congrats pak Pohai.. analisa . Fren n mppa nya on the track   ",11:21:24 AM,Wednesday April 14 2021,Positif,"FREN,MPPA"
1239,Nanang Eko,"Membalas : TP CENT ah
Wahh di tp om ben bisa longsor nih kyanya ",11:19:56 AM,Wednesday April 14 2021,Positif,CENT
1240,Benhan,TP CENT ah,11:19:18 AM,Wednesday April 14 2021,Positif,CENT
1241,Rui :rocket: :speedboat::dancer: ,"CENT ini ada dasarnya untuk kenaikan harga, dia mau RI .... itu yang biasanya kena UMA kan saham2 yang ga jelas kenaikannya atas dasar apa... Ga semua saham kalau ARA pasti kena UMA .....",11:19:13 AM,Wednesday April 14 2021,Positif,CENT
1242,Indra,Cent ada CA kan? Biasa aman itu bila ada CA,11:17:42 AM,Wednesday April 14 2021,Positif,"AMAN,CENT"
1243,Benhan,How high CENT can go,11:16:53 AM,Wednesday April 14 2021,Positif,CENT
1244,Chris Tian Tee,"Membalas : Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia
siap2 cent kena uma.. bei suka begitu",11:14:28 AM,Wednesday April 14 2021,Positif,CENT
1245,Rui :rocket: :speedboat::dancer: ,"Membalas : Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia
Biar saja kak, biar yang sudah punya barang di harga bawah pada seneng  

Kita lihat sesi 2 bagaimana nanti   ",11:14:09 AM,Wednesday April 14 2021,Positif,CENT
1246,Nanang Eko,Waduhwaduhh CENT naiknya trlalu ugal an ga nih ci @RuiAuxilia  ,11:13:09 AM,Wednesday April 14 2021,Positif,CENT
1247,apieth,Mcor diem  ijo,11:11:05 AM,Wednesday April 14 2021,Positif,MCOR
1248,Chris Tian Tee,wah pak Aho senang sekali nih pasti... sales nya cent,11:10:43 AM,Wednesday April 14 2021,Positif,CENT
1249,Mic,FREN HAKA,11:10:30 AM,Wednesday April 14 2021,Positif,FREN
1250,Aliong,"Membalas : makasih pak, berkat bapak saya masih hold cent   
  sama sama om, mantap ya cent nya",10:46:58 AM,Wednesday April 14 2021,Positif,CENT
1251,APORUTO,"Membalas : wmuunya kak..bandar akum trus
Tunggu kakak cl dlu baru masuk.. Biar terbang :baby_chick:",10:44:59 AM,Wednesday April 14 2021,Positif,TRUS
1252,   ,wmuunya kak..bandar akum trus,10:43:45 AM,Wednesday April 14 2021,Positif,TRUS
1253,Lilis,"Mohon maaf senior, mungkin ada yang bisa menjelaskan

Apakah benar rumor DKFT mau d akusisi ASII ??",10:38:54 AM,Wednesday April 14 2021,Positif,"ASII,DKFT"
1254,45$$3 Chandera Husin,Zinc sudah break resis 130... kalau break resit 136 hari ini atau besok sudah masuk reversal trend....otw 200,10:36:14 AM,Wednesday April 14 2021,Positif,ZINC
1255,Erwin W,Dividen PTBA berapa ya om?,10:35:52 AM,Wednesday April 14 2021,Positif,PTBA
1256,RBTAN59,mppa bentar lg mudahan di tarik nih   ,10:33:56 AM,Wednesday April 14 2021,Positif,MPPA
1257,Benhan,"Membalas : Rumours on the market LINK 2 Bidder : Digital Colony , Naver (Line) Range Bid 4800-5200 katanya
Sadis ini kalau benar, yg masuk di SAME dan CENT mau akuisisi LINK.
EMTK dan North Star Group ini emang gila soal akuisisi, jual beli perusahaan",10:33:15 AM,Wednesday April 14 2021,Positif,"CENT,EMTK,LINK,SAME,STAR"
1258,Andrew Isaiah,"Coal, Nikel, Bank pada minggir dlu Ayam mo tampil dlu",10:31:34 AM,Wednesday April 14 2021,Positif,BANK
1259,Syrf Maulana,"Membalas : Wmuu gileeee
Strong bgt ya  ",10:29:15 AM,Wednesday April 14 2021,Positif,WMUU
1260,Jafar Sim,"Membalas : Congrats ya yg punya Cent  
Aho congratzz     ",10:27:05 AM,Wednesday April 14 2021,Positif,CENT
1261,Indra,Cent   mantap,10:26:48 AM,Wednesday April 14 2021,Positif,CENT
1262,Hartono Chi,Congrats ya yg punya Cent  ,10:26:41 AM,Wednesday April 14 2021,Positif,CENT
1263,rahmad,arakan cent ,10:26:11 AM,Wednesday April 14 2021,Positif,CENT
1264,Benhan,"Membalas : essa mau berapa kali ya uji resist 410? 
Tambah muatan pak supaya bisa break ceilingnya hehe",10:14:05 AM,Wednesday April 14 2021,Positif,ESSA
1265,Benhan,"Membalas : Prospek cerah ni ya pak Benhan
Mari main yg uptrend pak. Tinggalin yg udah lewat storynya",10:11:28 AM,Wednesday April 14 2021,Positif,"MAIN,MARI"
1266,Rui :rocket: :speedboat::dancer: ,"Membalas : Minggu depan kayaknya konsolidasi di atas 302 di bawah 320. Kecuali kalau bandarnya ga sabar dan banyak ritel The Traders masuk.
Nah ini hahahaha mari kita pantau ... skrg sih saya lg antri di 302-310  ",10:09:57 AM,Wednesday April 14 2021,Positif,MARI
1267,Aho Lie,"Membalas : Saya punya tiga2nya nih. Gara2 pom2 suhu2 di sini  
Cuan kotos  ",10:08:26 AM,Wednesday April 14 2021,Positif,SINI
1268,rahmad,essa mau berapa kali ya uji resist 410? ,10:07:19 AM,Wednesday April 14 2021,Positif,ESSA
1269,Benhan,"Membalas : Waduh assa nya jgn ngebut2
Udah kena TP Hu Billy di 2300, padahal skeptis bisa sampai segitu hari ini. Emang gila ASSA makin ditantang makin ngebut.",10:06:20 AM,Wednesday April 14 2021,Positif,ASSA
1270,Iqbal,"Ya ampun mdka :rocket:
",10:03:51 AM,Wednesday April 14 2021,Positif,MDKA
1271,Mic,Jangan putus ASSA melihat DOGE terbang wkwkk,10:03:27 AM,Wednesday April 14 2021,Positif,ASSA
1272,Aho Lie,"Membalas : Waduh assa nya jgn ngebut2
Hu bil favorit assa,pak ben cent ,.pakde dan cik rui Same ",10:03:13 AM,Wednesday April 14 2021,Positif,"ASSA,CENT,SAME"
1273,Handal Karya Adi,"Membalas : Waduh assa nya jgn ngebut2
Iya niy, slow dikit assa. Biar jatohnya gak sakit",10:02:51 AM,Wednesday April 14 2021,Positif,ASSA
1274,Billy,Waduh assa nya jgn ngebut2,10:02:04 AM,Wednesday April 14 2021,Positif,ASSA
1275,Benhan,"BFIN mau diakuisisi ARTO ini bener ya. Soalnya ARTO punya modal berlimpah after RI. Ya masih satu grup juga.
Kabarnya tender offernya bakal di 850-900.",9:58:03 AM,Wednesday April 14 2021,Positif,"ARTO,BFIN,SATU"
1276,45$$3 Chandera Husin,"Membalas : kemarin asing masuk besar juga
Dr kemaren beli 5M belum jual sdikitpun... ini BK masuk lagi.... Brosum... asing Acum dan Nett Buy... kalau sudah 2 hari bgini... mudah2an awal yg baik.... liat aja dijagain terus... Yuk yang mau  gabung dr tarrikan awal Guys... Haka Zinc",9:53:18 AM,Wednesday April 14 2021,Positif,ZINC
1277,Syrf Maulana,WMUU volume gede ya  ,9:51:46 AM,Wednesday April 14 2021,Positif,WMUU
1278,Benhan,"Membalas : makasih pak, berkat bapak saya masih hold cent   
Saya TP separuh di 320, nanti masuk lagi pas koreksi",9:48:37 AM,Wednesday April 14 2021,Positif,CENT
1279,Novine 90210,"Membalas : Guys... Zinc bener2 ada sesuatu... BK net buy lagi pagi2....  
kemarin asing masuk besar juga",9:44:02 AM,Wednesday April 14 2021,Positif,ZINC
1280,Andre Salim,Yp cuan lebar di Film,9:43:11 AM,Wednesday April 14 2021,Positif,FILM
1281,Nanang Farid,Bgtg ancang2,9:41:16 AM,Wednesday April 14 2021,Positif,BGTG
1282,Benhan,CENT bisa bikin support baru di 320 nih minggu depan,9:35:07 AM,Wednesday April 14 2021,Positif,CENT
1283,Rio VX,Bksl lg digoreng kakak,9:32:49 AM,Wednesday April 14 2021,Positif,BKSL
1284,Arif Robani,"Membalas : ERAA mentok resist. out dlu . ketemu lagi nanti d 560-570  
Yap saya juga tp",9:28:26 AM,Wednesday April 14 2021,Positif,ERAA
1285,Hendra Choo,ERAA mentok resist. out dlu . ketemu lagi nanti d 560-570  ,9:27:37 AM,Wednesday April 14 2021,Positif,ERAA
1286,45$$3 Chandera Husin,Guys... Zinc bener2 ada sesuatu... BK net buy lagi pagi2....  ,9:24:54 AM,Wednesday April 14 2021,Positif,ZINC
1287,Dee,"Ketika sahamnya dinaikkan, biasa RF jualan dulu, nyiapin dana ketika sahamnya diturunin. Cent terbang   :rocket::rocket::rocket:
Ini adalah foto",9:23:51 AM,Wednesday April 14 2021,Positif,CENT
1288,Benhan,ASSA udah tembus 2200,9:21:16 AM,Wednesday April 14 2021,Positif,ASSA
1289,Nawir,Fire kembali nakal ,9:18:41 AM,Wednesday April 14 2021,Positif,FIRE
1290,Dee,Semoga cent manggung hari ini   ,9:17:42 AM,Wednesday April 14 2021,Positif,CENT
1291,Ext,semoga CENT ga false promise,9:17:16 AM,Wednesday April 14 2021,Positif,CENT
1292,Dream Big,BNBA bangunnn,9:17:12 AM,Wednesday April 14 2021,Positif,BNBA
1293,Andrew Isaiah,happy cuan WMUU,9:10:56 AM,Wednesday April 14 2021,Positif,WMUU
1294,Judika Sihotang,Mtps :rocket::rocket:,9:10:18 AM,Wednesday April 14 2021,Positif,MTPS
1295,      ,bnli go go,9:10:06 AM,Wednesday April 14 2021,Positif,BNLI
1296,Nanang Eko,"Membalas : keren ya kang.. di fire jg gitu tuh.
Kmren emg mantau ZBRA dan MG haka di harga ARA puluhan ribu lot ",9:09:39 AM,Wednesday April 14 2021,Positif,"FIRE,ZBRA"
1297,Puspita Wardani,"BBHI iseng2,ngegas  ",9:08:39 AM,Wednesday April 14 2021,Positif,BBHI
1298,Severinus Utomo,Ayo DOID    ,9:07:00 AM,Wednesday April 14 2021,Positif,DOID
1299,Bambang Sudarso,Arakan mtps ndar:rocket::rocket:,9:04:55 AM,Wednesday April 14 2021,Positif,MTPS
1300,Judika Sihotang,Mtps :rocket::rocket::rocket:,9:03:55 AM,Wednesday April 14 2021,Positif,MTPS
1301,DenmasBams,"JPFA sdg bidik kenaikan (alias janji janji) , WMUU sudah realize cuan 102%.",7:59:39 AM,Wednesday April 14 2021,Positif,"JPFA,WMUU"
1302,DenmasBams,WMUU punya rumah potong ayam terbesar,7:40:48 AM,Wednesday April 14 2021,Positif,WMUU
1303,Al,"Membalas : Photo
Bisa naik ngalahin cpin ga Hu?  ",7:34:16 AM,Wednesday April 14 2021,Positif,CPIN
1304,ChanWi,"Membalas : Ga yakin ini. Coba kasih stock pick, mendadak pada bangun silent readernya hehe. Mayoritas manusia tentunya mau yg instan, di m
Pdhl kmrn om billy ud kasi byk pilihan chart stockpick. Tinggal mana yg sesuai ya buy aj. ASSA nya joss kmrn     ",7:09:36 AM,Wednesday April 14 2021,Positif,ASSA
1305,Erwin W,AGII hari ini meroket,6:00:47 AM,Wednesday April 14 2021,Positif,AGII
1306,Michael Yeoh,"Membalas : Saran ko MY di grup coin, yang pegang FREN dan sudah cuan jual separuh di cumdate, separuh tebus RI.. Andaikan RI bagus bersyuku
hukum probabilitas
kalo abis RI msih naik,
km bs pke cuan yg ud di TP beli lagi",12:07:06 AM,Wednesday April 14 2021,Positif,FREN
1307,rigeladitya,"Saran ko MY di grup coin, yang pegang FREN dan sudah cuan jual separuh di cumdate, separuh tebus RI.. Andaikan RI bagus bersyukur masih pegang separuh, andai RI bapuk ya bersyukur sudah amanin cuan separuh.",12:05:58 AM,Wednesday April 14 2021,Positif,FREN
1308,Eka mery,"Membalas : Besok Cent uda kuat nanjak blm ya pak Aho
Semoga besok ijo. Jadi bisa tembus pak.",10:35:10 PM,Wednesday April 14 2021,Positif,CENT
1309,Rui :rocket: :speedboat::dancer: ,"Membalas : Miris baca ini. Ntah gimana mau sukses ini RI  
warrantnya banyak kak   ... saya sempet iseng bikin kalkulasi, ini bisa menguntungkan kedepannya kl tebus Rnya",10:34:25 PM,Wednesday April 14 2021,Positif,BACA
1310,krm nugraha,"Membalas : 2900 masih bisa , tapi entah kapan
antm target saya masih sama seperti dulu 4 rebu   ",9:37:42 PM,Wednesday April 14 2021,Positif,ANTM
1311,Kaanz',"Membalas : Btw ANTM masih ada potensi 2500 lho... #bukan pompom Saya ga ada barang.
2900 masih bisa , tapi entah kapan",9:09:33 PM,Wednesday April 14 2021,Positif,ANTM
1312,Satimin Sejati,"Membalas : Sama kaya antm om pas di 3200 atas bnyk yg blng ke 4 rb. Bahkan ahli candle, cfa, astronomi pun 1 suara
Btw ANTM masih ada potensi 2500 lho...

#bukan pompom

Saya ga ada barang.",8:55:06 PM,Wednesday April 14 2021,Positif,ANTM
1313,Faliq H,"Membalas : EMTK, ALADIN, PNBS besok lanjut ngegas
Ngegas pake rem gak?",8:53:14 PM,Wednesday April 14 2021,Positif,PNBS
1314,Dream Big,"EMTK, ALADIN, PNBS besok lanjut ngegas",8:51:16 PM,Wednesday April 14 2021,Positif,PNBS
1315,Genial Nugraha,Mdka bsok bakal naik,7:26:53 PM,Wednesday April 14 2021,Positif,MDKA
1316,Puspita Wardani,"Membalas : Emgnya suspend yaa zbra??
ZBRA bukannya baru buka suspend hr ini tp buka suspend pun ttp ARA   nanti jgn2 ngegas ngebut sprt BANK  ",6:51:41 PM,Wednesday April 14 2021,Positif,"BANK,ZBRA"
1317,Charles Prop,"Membalas : Waktu harga nya 3000 ada pihak2 yg keluarin report bisa ke 5k dan 7k loh
Sama kaya antm om pas di 3200 atas bnyk yg blng ke 4 rb. Bahkan ahli candle, cfa, astronomi pun 1 suara ",5:38:42 PM,Wednesday April 14 2021,Positif,ANTM
1318,Karila Wisudayanti,"Membalas : Cari saham pundamental bagus, pasti ijo terus 
Saya screening juga fundamental kak....kepentok ptba skg    fundamental semakin bagus...harga makim diguyur",4:28:11 PM,Wednesday April 14 2021,Positif,PTBA
1319,ando,"Membalas : Photo
Legend nih   
Membalas : 11 hari arb malahan uniq  
Cari saham pundamental bagus, pasti ijo terus ",4:26:18 PM,Wednesday April 14 2021,Positif,UNIQ
1320,RBTAN59,ada bandar mppa kasih kode nge bid 500rb lot    ,3:52:36 PM,Wednesday April 14 2021,Positif,MPPA
1321,Eka mery,Besok Cent uda kuat nanjak blm ya pak Aho,3:46:28 PM,Wednesday April 14 2021,Positif,CENT
1322,Dinar Ansori,Film mendadak terbang,3:21:57 PM,Wednesday April 14 2021,Positif,FILM
1323,Elly Arwendi,bbri mantab,3:01:56 PM,Wednesday April 14 2021,Positif,BBRI
1324,alyne,"Membalas : happy cuan BANK , PNBS
Dulu penasaran bgt sama yg namanya yg baru IPO krna ara terus. Akhirnya dapet BANK, tp takut akhirnya abis naik lgsg jual. Pas sore liatin lagi kok kayaknya bid nya masih ok akhirnya besoknya masuk lagi (walaupun cm lot kecil) dan mengaplikasikan kata para pakar ""let your profit run"". Kesini2 dapet rumor bank mini dan ovo, lucky me skr udah 150an%. Biar cuma lot mini tapi hati senang padahal habis suspend sempat mau dibuang krna takut Arb.",3:00:10 PM,Wednesday April 14 2021,Positif,"BANK,PNBS"
1325,Dream Big,"happy cuan BANK , PNBS",2:53:51 PM,Wednesday April 14 2021,Positif,"BANK,PNBS"
1326,Nanang Farid,Mtpi yes truk yes,2:09:53 PM,Wednesday April 14 2021,Positif,TRUK
1327,Novine 90210,"Membalas : Kalo saham bagus skali ARA pokoke suspend, kalo saham gurih sampe harga sesuai penitip terus aja
iya ya   
assa ga usah ara gpp.. santai aja yg penting naik terus....
kaya same..",2:01:02 PM,Wednesday April 14 2021,Positif,ASSA
1328,Harry Wijaya,"viva > 78 tambah
Ini adalah foto",2:00:49 PM,Wednesday April 14 2021,Positif,VIVA
1329,Nanang Farid,Truk aja ah,1:50:09 PM,Wednesday April 14 2021,Positif,TRUK
1330,Ngurah Dharma Putra,Ayo ahap sdh byk pompomers rekomen,1:48:53 PM,Wednesday April 14 2021,Positif,AHAP
1331,Puspita Wardani,ASSA nya ngegas    ,1:48:46 PM,Wednesday April 14 2021,Positif,ASSA
1332,Judika Sihotang,Arakan ahap ndar:rocket::rocket:,1:48:24 PM,Wednesday April 14 2021,Positif,AHAP
1333,OmJhon,Ahap ngegas,1:41:16 PM,Wednesday April 14 2021,Positif,AHAP
1334,Maimunah,"Membalas : OVO x Shopee x BANK :white_check_mark: https://finansial.bisnis.com/read/20210415/90/1381525/sea-group-induk-shopee-disebut-incar-bank-aladin-sy
Wkwkwkwkw liat animo bgs bursa moncer apalagi ...",1:39:34 PM,Wednesday April 14 2021,Positif,BANK
1335,Hendra Choo,"Membalas : itu rups DMAS jadi engga sih pak?
deviden nya biasa sethn 2x, perkiraan yg pertama bulan dpn d 25 perak/10persenan",10:59:58 AM,Wednesday April 14 2021,Positif,DMAS
1336,Oki Oce,"ayo same, scma udah 6% tuh",10:46:23 AM,Wednesday April 14 2021,Positif,SCMA
1337,Dream Big,PNBS bolak balik TP,10:45:19 AM,Wednesday April 14 2021,Positif,PNBS
1338,Jee Satya,"Membalas : BJTM ama DMAS. cicil smp hri bagi deviden.
Bjtm kembali ke BOS ... 805  ",10:44:27 AM,Wednesday April 14 2021,Positif,BJTM
1339,Fajar Suryo,"Membalas : BJTM ama DMAS. cicil smp hri bagi deviden.
itu rups DMAS jadi engga sih pak?",10:44:19 AM,Wednesday April 14 2021,Positif,"BJTM,DMAS"
1340,Hendra Choo,BJTM ama DMAS. cicil smp hri bagi deviden.,10:32:21 AM,Wednesday April 14 2021,Positif,BJTM
1341,Salim,Cuan cuann CPIN,10:31:47 AM,Wednesday April 14 2021,Positif,CPIN
1342,DenmasBams,"slow but sure
Ini adalah foto",10:31:36 AM,Wednesday April 14 2021,Positif,SURE
1343,DenmasBams,"Membalas : EMTK SAME https://m.bisnis.com/market/read/20210414/192/1381012/saat-kilau-emtek-emtk-mulai-menyinari-omni-hospitals-same
Yuk SAME yg belum naik tinggi",10:17:57 AM,Wednesday April 14 2021,Positif,"EMTK,SAME"
1344,Dream Big,ARAkan EMTK,10:14:55 AM,Wednesday April 14 2021,Positif,EMTK
1345,joshuatheo,"Membalas : petok2 :rocket::rocket::rocket:
cpin bukan saya yang haka lho ya   lumayan 5% buat seekor ayam impor ",9:52:26 AM,Wednesday April 14 2021,Positif,CPIN
1346,Tommy Hermes,SAME :rocket::rocket::rocket:,9:40:28 AM,Wednesday April 14 2021,Positif,SAME
1347,Fajar Oktavaria,"Membalas : https://www.tradingview.com/x/1wG6IzKR/ ERAA yg saya liat di weekly pak
menurut saya handlenya terlalu dalam *CMIIW",3:00:29 PM,Wednesday April 14 2021,Negatif,ERAA
1348,Dream Big,"Membalas : CNBC blm update sepertinya Q1 2021 uda untung
CNBC kayaknya loss banyak di film wkwkkwk",3:00:14 PM,Wednesday April 14 2021,Negatif,FILM
1349,rahmad,cent turunkan dulu yuk,2:02:30 PM,Wednesday April 14 2021,Negatif,CENT
1350,Buddy,Cent suda turun,2:02:20 PM,Wednesday April 14 2021,Negatif,CENT
1351,Yu. Ni,Agro masih blm ada tanda2  ,1:56:52 PM,Wednesday April 14 2021,Negatif,AGRO
1352,Ardiyan Bagas,Mppa kok gak ngegas lg  ,10:05:41 AM,Wednesday April 14 2021,Negatif,MPPA
1353,Benhan,"Membalas : Ente aja kali om wkwkw aq mah di 390 santuyyy
Hehe FILM sih ga masuk watch list saya, gorengannya koresterol tinggi",9:49:37 AM,Wednesday April 14 2021,Negatif,FILM
1354,Shindu SwingDay,FILM ARB tiba2 wkwkw,9:46:14 AM,Wednesday April 14 2021,Negatif,FILM
1355,farizal,paraah TGRA arb 2 hri beruntun    #bolpenpipiaipi,9:18:34 AM,Wednesday April 14 2021,Negatif,TGRA
1356,Avianto,"Membalas : Photo
Siap2... ANTM akan longsor alias ARB today... ",6:04:49 AM,Wednesday April 14 2021,Negatif,ANTM
1357,stanley,"bbyb ri nya makin ga jelas, maish tentatif ga jadi bulan ini",11:02:10 PM,Wednesday April 14 2021,Negatif,BBYB
1358,Benhan,"Jelas ini FREN ga yakin harga induknya bisa di atas 120, so mancing ritel ikut right issue dg iming2 trading waran",10:58:10 PM,Wednesday April 14 2021,Negatif,FREN
1359,Yu. Ni,"Membalas : Karena CLnya terlambat kak.... Kalau mau pelajari dulu bagaimana cara baca chart dengan support resisten, dan tradinglah d saham
Saya terlambat CL di bbkp...ga nyangka aja dy ambrol padahal chart  bagus waktu itu. ",6:02:28 PM,Wednesday April 14 2021,Negatif,BACA
1360,Dream Big,"ENVY tgl tunggu waktu delisting ini kayaknya. btw BAPI apa kabar ya?
",5:35:23 PM,Wednesday April 14 2021,Negatif,"BAPI,ENVY"
1361,Puspita Wardani,"Membalas : lppf dari 20rebuan 2016 ampe serebuan 2021 hu wkwkwk
Sampai skrg blom balik harga itu ya    ",4:23:47 PM,Wednesday April 14 2021,Negatif,LPPF
1362,Andreas N,"Membalas : Photo
lppf dari 20rebuan 2016 ampe serebuan 2021 hu wkwkwk",4:19:40 PM,Wednesday April 14 2021,Negatif,LPPF
1363,Puspita Wardani,"Membalas : Setidaknya uniq hr kedua masih ara. Lah fimp hari kedua udh arb 10% lg
Gk ada yg lebih serem dibanding ARBnya BNBA  ",4:12:46 PM,Wednesday April 14 2021,Negatif,"BNBA,UNIQ"
1364,Chezy,Yang narik ihsg ternyata unvr  ,4:12:14 PM,Wednesday April 14 2021,Negatif,UNVR
1365,Karila Wisudayanti,"Mirip chart nya ama ini..hari pertama ara setelah itu 3 hari arb trus naik lagi. Sejauh ini ritmenya sama  
Ini adalah foto
11 hari arb malahan uniq  ",4:04:10 PM,Wednesday April 14 2021,Negatif,"TRUS,UNIQ"
1366,   ,"Membalas : Canggih ni sis...bisa balikin 25jt...
cuan gw aja udh abis semua main dr desember  ini balikkin modal susah bgt kena apes lg",3:46:01 PM,Wednesday April 14 2021,Negatif,MAIN
1367,Lee Khong Huan,Aktor lawak ihsg si BBRI nih  ,3:03:30 PM,Wednesday April 14 2021,Negatif,BBRI
1368,DenmasBams,"MARI trauma sodaranya keciduk BEI.. wkwkwk.. Sabar yg punya MARI
Ini adalah foto",1:57:15 PM,Wednesday April 14 2021,Negatif,MARI
1369,Manchester is Red :red_circle:,"Membalas : MLPL koreksi ya?
Iya om.. mlpl bakal turun dibawah 145 .. suport terkuat sih di 120",1:06:32 PM,Wednesday April 14 2021,Negatif,MLPL
1370,mas wil,"Membalas : PTBA :cl:
Ayoo cutloss",11:19:10 AM,Wednesday April 14 2021,Negatif,PTBA
