,Normal,Status,token
1471,keren pantau moga haka ara,Positif,"['keren', 'pantau', 'moga', 'haka', 'ara']"
1472,iseng gas,Positif,"['iseng', 'gas']"
1473,ayo,Positif,['ayo']
1474,ara roket roket,Positif,"['ara', 'roket', 'roket']"
1475,roket roket roket,Positif,"['roket', 'roket', 'roket']"
1476,bidik naik alias janji janji realize cuan,Positif,"['bidik', 'naik', 'alias', 'janji', 'janji', 'realize', 'cuan']"
1477,rumah potong ayam,Positif,"['rumah', 'potong', 'ayam']"
1478,naik kalah,Positif,"['naik', 'kalah']"
1479,coba kasih stock pick dadak bangun silent readernya mayoritas instan kasih pilih chart stockpick tinggal sesuai buy aja bagus,Positif,"['coba', 'kasih', 'stock', 'pick', 'dadak', 'bangun', 'silent', 'readernya', 'mayoritas', 'instan', 'kasih', 'pilih', 'chart', 'stockpick', 'tinggal', 'sesuai', 'buy', 'aja', 'bagus']"
1480,roket,Positif,['roket']
1481,saran coin pegang cuan jual paruh cumdate paruh tebus ri andai ri bagus syukur hukum probabilitas habis ri naik pakai cuan tp beli,Positif,"['saran', 'coin', 'pegang', 'cuan', 'jual', 'paruh', 'cumdate', 'paruh', 'tebus', 'ri', 'andai', 'ri', 'bagus', 'syukur', 'hukum', 'probabilitas', 'habis', 'ri', 'naik', 'pakai', 'cuan', 'tp', 'beli']"
1482,saran coin pegang cuan jual paruh cumdate paruh tebus ri andai ri bagus syukur pegang paruh andai ri bapuk syukur amanin cuan paruh,Positif,"['saran', 'coin', 'pegang', 'cuan', 'jual', 'paruh', 'cumdate', 'paruh', 'tebus', 'ri', 'andai', 'ri', 'bagus', 'syukur', 'pegang', 'paruh', 'andai', 'ri', 'bapuk', 'syukur', 'amanin', 'cuan', 'paruh']"
1483,kuat nanjak moga hijau tembus,Positif,"['kuat', 'nanjak', 'moga', 'hijau', 'tembus']"
1484,miris sukses ri warrant iseng bikin kalkulasi untung tebus,Positif,"['miris', 'sukses', 'ri', 'warrant', 'iseng', 'bikin', 'kalkulasi', 'untung', 'tebus']"
1485,target rebu,Positif,"['target', 'rebu']"
1486,potensi pompom barang,Positif,"['potensi', 'pompom', 'barang']"
1487,kaya rb ahli candle cfa astronomi suara potensi pompom barang,Positif,"['kaya', 'rb', 'ahli', 'candle', 'cfa', 'astronomi', 'suara', 'potensi', 'pompom', 'barang']"
1488,aladin gas gas pakai rem,Positif,"['aladin', 'gas', 'gas', 'pakai', 'rem']"
1489,aladin gas,Positif,"['aladin', 'gas']"
1490,naik,Positif,['naik']
1491,emgnya suspend buka suspend tp buka suspend ara gas ngebut sprt,Positif,"['emgnya', 'suspend', 'buka', 'suspend', 'tp', 'buka', 'suspend', 'ara', 'gas', 'ngebut', 'sprt']"
1492,keluarin report loh kaya rb ahli candle cfa astronomi suara,Positif,"['keluarin', 'report', 'loh', 'kaya', 'rb', 'ahli', 'candle', 'cfa', 'astronomi', 'suara']"
1493,cari pundamental bagus hijau screening fundamental kepentok fundamental bagus makim guyur,Positif,"['cari', 'pundamental', 'bagus', 'hijau', 'screening', 'fundamental', 'kepentok', 'fundamental', 'bagus', 'makim', 'guyur']"
1494,legend arb cari pundamental bagus hijau,Positif,"['legend', 'arb', 'cari', 'pundamental', 'bagus', 'hijau']"
1495,bandar kasih kode nge bid rb,Positif,"['bandar', 'kasih', 'kode', 'nge', 'bid', 'rb']"
1496,kuat nanjak,Positif,"['kuat', 'nanjak']"
1497,dadak terbang,Positif,"['dadak', 'terbang']"
1498,mantab,Positif,['mantab']
1499,happy cuan penasaran nama ipo ara tp takut habis naik jual liatin kayak bid oke masuk aplikasi pakar let your profit run kesini rumor mini lucky skr biar mini hati senang habis suspend buang takut arb,Positif,"['happy', 'cuan', 'penasaran', 'nama', 'ipo', 'ara', 'tp', 'takut', 'habis', 'naik', 'jual', 'liatin', 'kayak', 'bid', 'oke', 'masuk', 'aplikasi', 'pakar', 'let', 'your', 'profit', 'run', 'kesini', 'rumor', 'mini', 'lucky', 'skr', 'biar', 'mini', 'hati', 'senang', 'habis', 'suspend', 'buang', 'takut', 'arb']"
1500,happy cuan,Positif,"['happy', 'cuan']"
1501,mtpi yes yes,Positif,"['mtpi', 'yes', 'yes']"
1502,bagus ara pokoke suspend gurih sesuai titip ara santai naik kaya,Positif,"['bagus', 'ara', 'pokoke', 'suspend', 'gurih', 'sesuai', 'titip', 'ara', 'santai', 'naik', 'kaya']"
1503,soon to sun,Positif,"['soon', 'to', 'sun']"
1504,ayo pompom rekomendasi,Positif,"['ayo', 'pompom', 'rekomendasi']"
1505,gas,Positif,['gas']
1506,ara roket roket,Positif,"['ara', 'roket', 'roket']"
1507,gas,Positif,['gas']
1508,shopee white check wkwkwkwkw lihat animo bagus bursa moncer,Positif,"['shopee', 'white', 'check', 'wkwkwkwkw', 'lihat', 'animo', 'bagus', 'bursa', 'moncer']"
1509,rups dividen sethn dpn perak,Positif,"['rups', 'dividen', 'sethn', 'dpn', 'perak']"
1510,ayo,Positif,['ayo']
1511,bolak tp,Positif,"['bolak', 'tp']"
1512,cicil dividen bos,Positif,"['cicil', 'dividen', 'bos']"
1513,cicil dividen rups,Positif,"['cicil', 'dividen', 'rups']"
1514,cicil dividen trap,Positif,"['cicil', 'dividen', 'trap']"
1515,cicil dividen,Positif,"['cicil', 'dividen']"
1516,cuan cuan,Positif,"['cuan', 'cuan']"
1517,slow but,Positif,"['slow', 'but']"
1518,ayo naik tinggi,Positif,"['ayo', 'naik', 'tinggi']"
1519,ara,Positif,['ara']
1520,tok roket roket roket haka lumayan ekor ayam impor,Positif,"['tok', 'roket', 'roket', 'roket', 'haka', 'lumayan', 'ekor', 'ayam', 'impor']"
1521,roket roket roket,Positif,"['roket', 'roket', 'roket']"
1522,lihat weekly handlenya,Negatif,"['lihat', 'weekly', 'handlenya']"
1523,cnbc update untung cnbc kayak loss,Negatif,"['cnbc', 'update', 'untung', 'cnbc', 'kayak', 'loss']"
1524,turun ayo,Negatif,"['turun', 'ayo']"
1525,suda turun,Negatif,"['suda', 'turun']"
1526,tanda,Negatif,['tanda']
1527,gas,Negatif,['gas']
1528,ente kali mah santuyyy masuk watch list goreng koresterol tinggi,Negatif,"['ente', 'kali', 'mah', 'santuyyy', 'masuk', 'watch', 'list', 'goreng', 'koresterol', 'tinggi']"
1529,arb,Negatif,['arb']
1530,paraah arb untun,Negatif,"['paraah', 'arb', 'untun']"
1531,longsor alias arb today,Negatif,"['longsor', 'alias', 'arb', 'today']"
1532,ri tentatif,Negatif,"['ri', 'tentatif']"
1533,induk so mancing ritel right issue iming trading waran,Negatif,"['induk', 'so', 'mancing', 'ritel', 'right', 'issue', 'iming', 'trading', 'waran']"
1534,clnya lambat ajar chart support resisten tradinglah lambat cl nyangka ambrol chart bagus,Negatif,"['clnya', 'lambat', 'ajar', 'chart', 'support', 'resisten', 'tradinglah', 'lambat', 'cl', 'nyangka', 'ambrol', 'chart', 'bagus']"
1535,tanggal tunggu delisting kayak bap,Negatif,"['tanggal', 'tunggu', 'delisting', 'kayak', 'bap']"
1536,rebu rebu blom,Negatif,"['rebu', 'rebu', 'blom']"
1537,rebu rebu,Negatif,"['rebu', 'rebu']"
1538,ara fimp arb seram banding arb,Negatif,"['ara', 'fimp', 'arb', 'seram', 'banding', 'arb']"
1539,narik nyata,Negatif,"['narik', 'nyata']"
1540,chart ara arb naik ritme arb,Negatif,"['chart', 'ara', 'arb', 'naik', 'ritme', 'arb']"
1541,canggih ni sis balikin jt cuan habis balikkin modal susah kena apes,Negatif,"['canggih', 'ni', 'sis', 'balikin', 'jt', 'cuan', 'habis', 'balikkin', 'modal', 'susah', 'kena', 'apes']"
1542,aktor lawak,Negatif,"['aktor', 'lawak']"
1543,trauma sodaranya ciduk sabar,Negatif,"['trauma', 'sodaranya', 'ciduk', 'sabar']"
1544,koreksi turun bawah suport kuat,Negatif,"['koreksi', 'turun', 'bawah', 'suport', 'kuat']"
1545,cl ayoo cutloss,Negatif,"['cl', 'ayoo', 'cutloss']"
1546,cl,Negatif,['cl']
1547,bandar tega expired date,Negatif,"['bandar', 'tega', 'expired', 'date']"
1548,bandar tega kya stlah exdate arb mlm,Negatif,"['bandar', 'tega', 'kya', 'stlah', 'exdate', 'arb', 'mlm']"
1549,bandar tega orang dividen yield wajar banting,Negatif,"['bandar', 'tega', 'orang', 'dividen', 'yield', 'wajar', 'banting']"
1550,bandar tega,Negatif,"['bandar', 'tega']"
1551,kna suspend level pd cemas,Negatif,"['kna', 'suspend', 'level', 'pd', 'cemas']"
1552,tunggu sabar lagj ri pethakilan gembok manis hilang kunci muat tebus,Netral,"['tunggu', 'sabar', 'lagj', 'ri', 'pethakilan', 'gembok', 'manis', 'hilang', 'kunci', 'muat', 'tebus']"
1553,tunggu ri tunggu sabar lagj ri,Netral,"['tunggu', 'ri', 'tunggu', 'sabar', 'lagj', 'ri']"
1554,mantap mua kotos masuk note hold lumayan porto tp hold keras ipo disclaimer on stockpick,Netral,"['mantap', 'mua', 'kotos', 'masuk', 'note', 'hold', 'lumayan', 'porto', 'tp', 'hold', 'keras', 'ipo', 'disclaimer', 'on', 'stockpick']"
1555,mantap mua kotos masuk note tunggu koreksi gel,Netral,"['mantap', 'mua', 'kotos', 'masuk', 'note', 'tunggu', 'koreksi', 'gel']"
1556,hold cicak komodo,Netral,"['hold', 'cicak', 'komodo']"
1557,hold kencang masuk,Netral,"['hold', 'kencang', 'masuk']"
1558,semangat moga break ath putar dicelupin jilat terima kasih berkat hold,Netral,"['semangat', 'moga', 'break', 'ath', 'putar', 'dicelupin', 'jilat', 'terima', 'kasih', 'berkat', 'hold']"
1559,moga gatel jual pasang ts lupa salah tahan gatel,Netral,"['moga', 'gatel', 'jual', 'pasang', 'ts', 'lupa', 'salah', 'tahan', 'gatel']"
1560,jual hold,Netral,"['jual', 'hold']"
1561,still hold konfirmasi break habis tp gocek rebuy,Netral,"['still', 'hold', 'konfirmasi', 'break', 'habis', 'tp', 'gocek', 'rebuy']"
1562,ikuuut tabung tua gocap,Netral,"['ikuuut', 'tabung', 'tua', 'gocap']"
1563,liat bk sales rui gembok,Netral,"['liat', 'bk', 'sales', 'rui', 'gembok']"
1564,cocok hold,Netral,"['cocok', 'hold']"
1565,asi cocok pakai investasi,Netral,"['asi', 'cocok', 'pakai', 'investasi']"
1566,investasi jangka bagus asi,Netral,"['investasi', 'jangka', 'bagus', 'asi']"
1567,tarik tahan,Netral,"['tarik', 'tahan']"
1568,cocok tahan jangka,Netral,"['cocok', 'tahan', 'jangka']"
1569,hold mah sip,Netral,"['hold', 'mah', 'sip']"
1570,hold,Netral,['hold']
1571,investasi cocok,Netral,"['investasi', 'cocok']"
1572,simpan,Netral,['simpan']
1573,asi cocok simpan,Netral,"['asi', 'cocok', 'simpan']"
1574,simpan,Netral,['simpan']
1575,hold loh,Netral,"['hold', 'loh']"
1576,tahan jual,Netral,"['tahan', 'jual']"
1577,simpan,Netral,['simpan']
1578,hold bagus,Netral,"['hold', 'bagus']"
1579,tunggu naik,Netral,"['tunggu', 'naik']"
1580,tunggu worth,Netral,"['tunggu', 'worth']"
1581,hold,Netral,['hold']
1582,hold hati hati,Netral,"['hold', 'hati', 'hati']"
1583,halt hold,Netral,"['halt', 'hold']"
1584,jual halt,Netral,"['jual', 'halt']"
1585,tunggu stabil,Netral,"['tunggu', 'stabil']"
1586,stabil jual mending hold,Netral,"['stabil', 'jual', 'mending', 'hold']"
1587,hold usaha fundamental bagus,Netral,"['hold', 'usaha', 'fundamental', 'bagus']"
1588,fundamental bagus mah simpan,Netral,"['fundamental', 'bagus', 'mah', 'simpan']"
1589,cek fundamental simpan,Netral,"['cek', 'fundamental', 'simpan']"
1590,usaha milik fundamental bagus cocok simpan,Netral,"['usaha', 'milik', 'fundamental', 'bagus', 'cocok', 'simpan']"
1591,simpan,Netral,['simpan']
1592,nge halt,Netral,"['nge', 'halt']"
1593,fundamental usaha bagus cocok simpan,Netral,"['fundamental', 'usaha', 'bagus', 'cocok', 'simpan']"
1594,simpan jangka,Netral,"['simpan', 'jangka']"
1595,gembok,Netral,['gembok']
1596,kunci,Netral,['kunci']
1597,orang gembok asi,Netral,"['orang', 'gembok', 'asi']"
1598,gembok lumayan jangka,Netral,"['gembok', 'lumayan', 'jangka']"
1599,kunci fundamental bagus,Netral,"['kunci', 'fundamental', 'bagus']"
1600,kunci asi,Netral,"['kunci', 'asi']"
1601,asi cocok gembok,Netral,"['asi', 'cocok', 'gembok']"
1602,asi long run,Netral,"['asi', 'long', 'run']"
1603,maksud long run hold,Netral,"['maksud', 'long', 'run', 'hold']"
1604,long run long keep,Netral,"['long', 'run', 'long', 'keep']"
1605,long keep tahan,Netral,"['long', 'keep', 'tahan']"
1606,coba simpan tenggat lana,Netral,"['coba', 'simpan', 'tenggat', 'lana']"
1607,ubah hold atao halt atao keeo,Netral,"['ubah', 'hold', 'atao', 'halt', 'atao', 'keeo']"
1608,tetangga keep long run,Netral,"['tetangga', 'keep', 'long', 'run']"
1609,keep asi kali,Netral,"['keep', 'asi', 'kali']"
1610,target long run bagus,Netral,"['target', 'long', 'run', 'bagus']"
1611,hold cum date,Netral,"['hold', 'cum', 'date']"
1612,negatif hold,Netral,"['negatif', 'hold']"
1613,rugi niat investasi mending hold,Netral,"['rugi', 'niat', 'investasi', 'mending', 'hold']"
1614,atao tunggu normal,Netral,"['atao', 'tunggu', 'normal']"
1615,simpan cuan,Netral,"['simpan', 'cuan']"
1616,naik simpan,Netral,"['naik', 'simpan']"
1617,suka hold cl,Netral,"['suka', 'hold', 'cl']"
1618,cl rugi mending hold,Netral,"['cl', 'rugi', 'mending', 'hold']"
1619,tetangga cl tunggu stabil,Netral,"['tetangga', 'cl', 'tunggu', 'stabil']"
1620,cl alangkah simpan,Netral,"['cl', 'alangkah', 'simpan']"
1621,gembok,Netral,['gembok']
1622,to mending hold,Netral,"['to', 'mending', 'hold']"
1623,analisa kena usaha bagus simpan,Netral,"['analisa', 'kena', 'usaha', 'bagus', 'simpan']"
1624,hold fundamental bagus,Netral,"['hold', 'fundamental', 'bagus']"
1625,bagus hold hitung hitung investasi,Netral,"['bagus', 'hold', 'hitung', 'hitung', 'investasi']"
1626,bagus simpan jangka,Netral,"['bagus', 'simpan', 'jangka']"
1627,simpan,Netral,['simpan']
1628,hold,Netral,['hold']
1629,bagus hold,Netral,"['bagus', 'hold']"
1630,hold jangka untung,Netral,"['hold', 'jangka', 'untung']"
1631,tunggu untung,Netral,"['tunggu', 'untung']"
1632,tunggu jangka,Netral,"['tunggu', 'jangka']"
1633,tunggu,Netral,['tunggu']
1634,simpan,Netral,['simpan']
1635,simpan naik,Netral,"['simpan', 'naik']"
1636,simpan potensi bagus,Netral,"['simpan', 'potensi', 'bagus']"
1637,simpan nua naik banyaj,Netral,"['simpan', 'nua', 'naik', 'banyaj']"
1638,stay,Netral,['stay']
1639,bagus stay saha,Netral,"['bagus', 'stay', 'saha']"
1640,stay,Netral,['stay']
1641,sabar tunggu,Netral,"['sabar', 'tunggu']"
1642,bagus sabar,Netral,"['bagus', 'sabar']"
1643,kunci,Netral,['kunci']
1644,layak kunci,Netral,"['layak', 'kunci']"
1645,kunci,Netral,['kunci']
1646,hendro kunci,Netral,"['hendro', 'kunci']"
1647,tahan,Netral,['tahan']
1648,tahan,Netral,['tahan']
1649,tahan,Netral,['tahan']
1650,tahan cuan,Netral,"['tahan', 'cuan']"
1651,jual tahan saha,Netral,"['jual', 'tahan', 'saha']"
1652,tahan cuan,Netral,"['tahan', 'cuan']"
1653,untung tahan bagus,Netral,"['untung', 'tahan', 'bagus']"
1654,bagus longterm pokok,Netral,"['bagus', 'longterm', 'pokok']"
1655,hold,Netral,['hold']
1656,hitung hitung tabung,Netral,"['hitung', 'hitung', 'tabung']"
1657,tabung cuan,Netral,"['tabung', 'cuan']"
1658,bagus loh kunci,Netral,"['bagus', 'loh', 'kunci']"
1659,kunci masuk peti gembok,Netral,"['kunci', 'masuk', 'peti', 'gembok']"
1660,biar untung kunci buka,Netral,"['biar', 'untung', 'kunci', 'buka']"
1661,dikumpulin,Netral,['dikumpulin']
1662,dikumpulin jangka untung,Netral,"['dikumpulin', 'jangka', 'untung']"
1663,tahan bagus longterm,Netral,"['tahan', 'bagus', 'longterm']"
1664,stay,Netral,['stay']
1665,potensi bagus simpan,Netral,"['potensi', 'bagus', 'simpan']"
1666,coba simpan,Netral,"['coba', 'simpan']"
1667,masuk peti,Netral,"['masuk', 'peti']"
1668,gembok,Netral,['gembok']
1669,gembok,Netral,['gembok']
1670,tabung pokok,Netral,"['tabung', 'pokok']"
1671,tabung,Netral,['tabung']
1672,bagus long run,Netral,"['bagus', 'long', 'run']"
1673,efek long term bagus,Netral,"['efek', 'long', 'term', 'bagus']"
1674,astra bagus simpan potensi,Netral,"['astra', 'bagus', 'simpan', 'potensi']"
1675,stay situ,Netral,"['stay', 'situ']"
1676,untung simpan,Netral,"['untung', 'simpan']"
1677,masuk porto gembok,Netral,"['masuk', 'porto', 'gembok']"
1678,dikumpulin,Netral,['dikumpulin']
1679,potensi bagus kumpulin,Netral,"['potensi', 'bagus', 'kumpulin']"
1680,sabar untung,Netral,"['sabar', 'untung']"
1681,sabar jual,Netral,"['sabar', 'jual']"
1682,sabar untung,Netral,"['sabar', 'untung']"
1683,wait jual,Netral,"['wait', 'jual']"
1684,hold,Netral,['hold']
1685,hold hadiah tarik,Netral,"['hold', 'hadiah', 'tarik']"
1686,tahan jangka,Netral,"['tahan', 'jangka']"
1687,potensi bagus hold,Netral,"['potensi', 'bagus', 'hold']"
1688,hold untung,Netral,"['hold', 'untung']"
1689,tunggu jual,Netral,"['tunggu', 'jual']"
1690,tunggu sabar buah hasil,Netral,"['tunggu', 'sabar', 'buah', 'hasil']"
1691,tabung,Netral,['tabung']
1692,bagus longterm,Netral,"['bagus', 'longterm']"
1693,jual sia sia mending simpan,Netral,"['jual', 'sia', 'sia', 'mending', 'simpan']"
1694,simpan kunci porto,Netral,"['simpan', 'kunci', 'porto']"
1695,masuk peti kunci,Netral,"['masuk', 'peti', 'kunci']"
1696,tabung long run bagus,Netral,"['tabung', 'long', 'run', 'bagus']"
1697,hold untung,Netral,"['hold', 'untung']"
1698,stay sabar untung,Netral,"['stay', 'sabar', 'untung']"
1699,potensi bagus,Netral,"['potensi', 'bagus']"
1700,fundamental bagus bagus simpan,Netral,"['fundamental', 'bagus', 'bagus', 'simpan']"
1701,simpan tenang,Netral,"['simpan', 'tenang']"
1702,percaya mending simpan,Netral,"['percaya', 'mending', 'simpan']"
1703,simpan jangka,Netral,"['simpan', 'jangka']"
1704,gembok,Netral,['gembok']
1705,fundamental bagus kunci,Netral,"['fundamental', 'bagus', 'kunci']"
1706,stay,Netral,['stay']
1707,ngeyel tabung jual,Netral,"['ngeyel', 'tabung', 'jual']"
1708,mending hold biar hasil cuan,Netral,"['mending', 'hold', 'biar', 'hasil', 'cuan']"
1709,stay,Netral,['stay']
1710,tahan biar hasil untung,Netral,"['tahan', 'biar', 'hasil', 'untung']"
1711,wait jual,Netral,"['wait', 'jual']"
1712,longterm,Netral,['longterm']
1713,tabung cerah,Netral,"['tabung', 'cerah']"
1714,saran tahan,Netral,"['saran', 'tahan']"
1715,bagus tahan,Netral,"['bagus', 'tahan']"
1716,kunci,Netral,['kunci']
1717,pokok lepas masukin gembok,Netral,"['pokok', 'lepas', 'masukin', 'gembok']"
1718,tabung bagus,Netral,"['tabung', 'bagus']"
1719,hold,Netral,['hold']
1720,rekomendasi hold,Netral,"['rekomendasi', 'hold']"
1721,tahan,Netral,['tahan']
1722,hold,Netral,['hold']
1723,stay,Netral,['stay']
1724,mending stay,Netral,"['mending', 'stay']"
1725,aduh salah langkah hold,Netral,"['aduh', 'salah', 'langkah', 'hold']"
1726,masuk peti porto,Netral,"['masuk', 'peti', 'porto']"
1727,tahan hold,Netral,"['tahan', 'hold']"
1728,hold,Netral,['hold']
1729,hold gara mentor simpan,Netral,"['hold', 'gara', 'mentor', 'simpan']"
1730,stay situ bagus,Netral,"['stay', 'situ', 'bagus']"
1731,tabung,Netral,['tabung']
1732,bagus tabung,Netral,"['bagus', 'tabung']"
1733,beli tabung,Netral,"['beli', 'tabung']"
1734,beli hold jangka,Netral,"['beli', 'hold', 'jangka']"
1735,beli tunggu jual,Netral,"['beli', 'tunggu', 'jual']"
1736,beli stay situ,Netral,"['beli', 'stay', 'situ']"
1737,loyo,Negatif,['loyo']
1738,loyo,Negatif,['loyo']
1739,loyo,Negatif,['loyo']
1740,loyo,Negatif,['loyo']
1741,loyo,Negatif,['loyo']
1742,asi loyo,Negatif,"['asi', 'loyo']"
1743,loyo,Negatif,['loyo']
1744,loyo suram,Negatif,"['loyo', 'suram']"
1745,asi suram,Negatif,"['asi', 'suram']"
1746,tumbuh kering loyo,Negatif,"['tumbuh', 'kering', 'loyo']"
1747,loyo atm,Negatif,"['loyo', 'atm']"
1748,suram pokok asi,Negatif,"['suram', 'pokok', 'asi']"
1749,suram asi,Negatif,"['suram', 'asi']"
1750,susah suram,Negatif,"['susah', 'suram']"
1751,suram jual,Negatif,"['suram', 'jual']"
1752,beli suram,Negatif,"['beli', 'suram']"
1753,beli loyo,Negatif,"['beli', 'loyo']"
1754,loyo suram,Negatif,"['loyo', 'suram']"
1755,bagus loyo,Negatif,"['bagus', 'loyo']"
1756,jelek,Negatif,['jelek']
1757,ambrol bawah,Negatif,"['ambrol', 'bawah']"
1758,ambrol,Negatif,['ambrol']
1759,usaha illegal,Negatif,"['usaha', 'illegal']"
1760,asi loss,Negatif,"['asi', 'loss']"
1761,merah mulu asi,Negatif,"['merah', 'mulu', 'asi']"
1762,down beli,Negatif,"['down', 'beli']"
1763,pesimis naik,Negatif,"['pesimis', 'naik']"
1764,pesimis bagus,Negatif,"['pesimis', 'bagus']"
1765,pesimis,Negatif,['pesimis']
1766,rugi,Negatif,['rugi']
1767,beli takut rugi,Negatif,"['beli', 'takut', 'rugi']"
1768,gagal,Negatif,['gagal']
1769,gagal beli,Negatif,"['gagal', 'beli']"
1770,gagal beli,Negatif,"['gagal', 'beli']"
1771,gagal beli,Negatif,"['gagal', 'beli']"
1772,gagal beli,Negatif,"['gagal', 'beli']"
1773,ledak bom,Negatif,"['ledak', 'bom']"
1774,asi bom,Negatif,"['asi', 'bom']"
1775,arb asi,Negatif,"['arb', 'asi']"
1776,aduh beli,Negatif,"['aduh', 'beli']"
1777,low,Negatif,['low']
1778,turun,Negatif,['turun']
1779,turun turun,Negatif,"['turun', 'turun']"
1780,hilang minat atnm,Negatif,"['hilang', 'minat', 'atnm']"
1781,hilang minat,Negatif,"['hilang', 'minat']"
1782,cl turun,Negatif,"['cl', 'turun']"
1783,set stoploss,Negatif,"['set', 'stoploss']"
1784,cutloss rugi,Negatif,"['cutloss', 'rugi']"
1785,bottom,Negatif,['bottom']
1786,putus astra,Negatif,"['putus', 'astra']"
